"No.","Time","Source","Destination","Protocol","Length","Info"
"3925","67.972217","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=93974 Ack=10762 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3926","67.972268","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=95434 Ack=10762 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3927","67.972313","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=10762 Ack=96894 Win=65535 Len=0"
"3928","67.972390","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=96894 Ack=10762 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3929","67.972445","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=10762 Ack=98354 Win=65535 Len=0"
"3930","67.972473","195.7.33.37","10.20.0.165","HTTP","904","HTTP/1.1 200 OK  (JPEG JFIF image)"
"3931","67.974839","10.20.0.165","195.7.33.37","HTTP","885","GET /sports/rugby/regulars/images/1224282817708.jpg?ts=1289050656 HTTP/1.1 "
"3932","67.990310","10.20.0.165","195.7.33.37","HTTP","885","GET /sports/rugby/regulars/images/1223680470791.jpg?ts=1223887784 HTTP/1.1 "
"3933","68.010303","10.20.0.165","89.101.160.4","DNS","90","Standard query 0x8dd8 A www.download.windowsupdate.com"
"3934","68.022442","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=873476 Ack=48089 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3935","68.022544","195.7.33.37","10.20.0.165","HTTP","681","HTTP/1.1 200 OK  (JPEG JFIF image)"
"3936","68.022602","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=48089 Ack=875563 Win=65535 Len=0"
"3937","68.025336","10.20.0.165","195.7.33.37","HTTP","885","GET /sports/rugby/regulars/images/1224247553947.jpg?ts=1243443405 HTTP/1.1 "
"3938","68.055609","89.101.160.4","10.20.0.165","DNS","285","Standard query response 0x8dd8 A www.download.windowsupdate.com CNAME www.download.windowsupdate.nsatc.net CNAME download.windowsupdate.com.fp.nsatc.net CNAME download.windowsupdate.com.c.footprint.net A 4.26.231.254 A 4.26.232.254 A 8.27.8.126"
"3939","68.056470","10.20.0.165","4.26.231.254","TCP","62","1791  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"3940","68.057724","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=99204 Ack=11593 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3941","68.057828","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=100664 Ack=11593 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3942","68.057877","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=11593 Ack=102124 Win=65535 Len=0"
"3943","68.058243","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=102124 Ack=11593 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3944","68.058308","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=11593 Ack=103584 Win=65535 Len=0"
"3945","68.058337","195.7.33.37","10.20.0.165","HTTP","1095","HTTP/1.1 200 OK  (JPEG JFIF image)"
"3946","68.059689","10.20.0.165","195.7.33.37","HTTP","861","GET /sports/golf/images/1224304935234.jpg HTTP/1.1 "
"3947","68.063055","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=875563 Ack=48920 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3948","68.063152","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=877023 Ack=48920 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3949","68.063199","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=48920 Ack=878483 Win=65535 Len=0"
"3950","68.064082","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=878483 Ack=48920 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3951","68.064144","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=48920 Ack=879943 Win=65535 Len=0"
"3952","68.064171","195.7.33.37","10.20.0.165","HTTP","979","HTTP/1.1 200 OK  (JPEG JFIF image)"
"3953","68.065729","10.20.0.165","195.7.33.37","HTTP","884","GET /sports/golf/regulars/images/1218125623550.jpg?ts=1218129223 HTTP/1.1 "
"3954","68.077262","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=104625 Ack=12400 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3955","68.078956","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=106085 Ack=12400 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3956","68.079007","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=12400 Ack=107545 Win=65535 Len=0"
"3957","68.079034","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=107545 Ack=12400 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3958","68.079117","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=12400 Ack=109005 Win=65535 Len=0"
"3959","68.079145","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=109005 Ack=12400 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3960","68.081861","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=110465 Ack=12400 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3961","68.081911","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=12400 Ack=111925 Win=65535 Len=0"
"3962","68.081937","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [PSH, ACK] Seq=111925 Ack=12400 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3963","68.081994","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=12400 Ack=113385 Win=65535 Len=0"
"3964","68.082023","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=113385 Ack=12400 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3965","68.082175","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=114845 Ack=12400 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3966","68.082225","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=12400 Ack=116305 Win=65535 Len=0"
"3967","68.082780","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=116305 Ack=12400 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3968","68.082842","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=12400 Ack=117765 Win=64075 Len=0"
"3969","68.082870","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=117765 Ack=12400 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3970","68.083295","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=119225 Ack=12400 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3971","68.083344","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=12400 Ack=120685 Win=61155 Len=0"
"3972","68.083370","195.7.33.37","10.20.0.165","HTTP","333","HTTP/1.1 200 OK  (JPEG JFIF image)"
"3973","68.083439","4.26.231.254","10.20.0.165","TCP","62","80  >  1791 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"3974","68.083472","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3975","68.083517","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=880868 Ack=49750 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3976","68.083570","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=882328 Ack=49750 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3977","68.083615","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=49750 Ack=883788 Win=65535 Len=0"
"3978","68.084327","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=883788 Ack=49750 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3979","68.084405","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=49750 Ack=885248 Win=65535 Len=0"
"3980","68.084434","195.7.33.37","10.20.0.165","HTTP","909","HTTP/1.1 200 OK  (JPEG JFIF image)"
"3981","68.084767","10.20.0.165","4.26.231.254","HTTP","294","GET /msdownload/update/v3/static/trustedr/en/authrootseq.txt HTTP/1.1 "
"3982","68.085453","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=12400 Ack=120964 Win=65476 Len=0"
"3983","68.089624","10.20.0.165","195.7.33.37","HTTP","884","GET /sports/golf/regulars/images/1218125638388.jpg?ts=1218136511 HTTP/1.1 "
"3984","68.091299","10.20.0.165","195.7.33.37","HTTP","884","GET /sports/golf/regulars/images/1219679996907.jpg?ts=1219760877 HTTP/1.1 "
"3985","68.142218","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=120964 Ack=13230 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3986","68.142276","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=122424 Ack=13230 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3987","68.142322","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=13230 Ack=123884 Win=65535 Len=0"
"3988","68.142348","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=123884 Ack=13230 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3989","68.142408","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=13230 Ack=125344 Win=65535 Len=0"
"3990","68.142435","195.7.33.37","10.20.0.165","HTTP","916","HTTP/1.1 200 OK  (JPEG JFIF image)"
"3991","68.144081","10.20.0.165","195.7.33.37","HTTP","884","GET /sports/golf/regulars/images/1224295947573.jpg?ts=1304419100 HTTP/1.1 "
"3992","68.148794","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=886103 Ack=50580 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3993","68.148871","195.7.33.37","10.20.0.165","HTTP","834","HTTP/1.1 200 OK  (GIF89a)"
"3994","68.148928","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=50580 Ack=888343 Win=65535 Len=0"
"3995","68.148953","4.26.231.254","10.20.0.165","TCP","60","80  >  1791 [ACK] Seq=1 Ack=241 Win=6432 Len=0"
"3996","68.149000","4.26.231.254","10.20.0.165","TCP","60","[TCP Keep-Alive] 80  >  1791 [ACK] Seq=0 Ack=241 Win=6432 Len=0"
"3997","68.149024","10.20.0.165","4.26.231.254","TCP","54","[TCP Keep-Alive ACK] 1791  >  80 [ACK] Seq=241 Ack=1 Win=65535 Len=0"
"3998","68.149067","4.26.231.254","10.20.0.165","HTTP","343","HTTP/1.1 200 OK  (text/plain)"
"3999","68.161235","10.20.0.165","195.7.33.37","HTTP","885","GET /sports/other/regulars/images/1224293908726.jpg?ts=1301998182 HTTP/1.1 "
"4000","68.161499","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=126206 Ack=14060 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4001","68.161647","195.7.33.37","10.20.0.165","HTTP","980","HTTP/1.1 200 OK  (GIF89a)"
"4002","68.161702","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=14060 Ack=128592 Win=65535 Len=0"
"4003","68.164970","10.20.0.165","195.7.33.37","HTTP","885","GET /sports/other/regulars/images/1223680470791.jpg?ts=1223887784 HTTP/1.1 "
"4004","68.176533","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=888343 Ack=51411 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4005","68.176588","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=889803 Ack=51411 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4006","68.176634","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=51411 Ack=891263 Win=65535 Len=0"
"4007","68.178270","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=891263 Ack=51411 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4008","68.178329","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=51411 Ack=892723 Win=65535 Len=0"
"4009","68.178357","195.7.33.37","10.20.0.165","HTTP","1162","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4010","68.179966","10.20.0.165","195.7.33.37","HTTP","862","GET /sports/other/images/1224305579443.jpg HTTP/1.1 "
"4011","68.182995","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=128592 Ack=14891 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4012","68.183049","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=130052 Ack=14891 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4013","68.183133","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=14891 Ack=131512 Win=65535 Len=0"
"4014","68.184273","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=131512 Ack=14891 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4015","68.184344","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=14891 Ack=132972 Win=65535 Len=0"
"4016","68.184374","195.7.33.37","10.20.0.165","HTTP","1093","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4017","68.186135","10.20.0.165","195.7.33.37","HTTP","885","GET /sports/other/regulars/images/1218232563541.jpg?ts=1218280337 HTTP/1.1 "
"4018","68.198588","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=893831 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4019","68.198696","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=895291 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4020","68.198747","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=52219 Ack=896751 Win=65535 Len=0"
"4021","68.198775","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=896751 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4022","68.198836","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=52219 Ack=898211 Win=65535 Len=0"
"4023","68.198968","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=898211 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4024","68.199018","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=899671 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4025","68.199063","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=52219 Ack=901131 Win=65535 Len=0"
"4026","68.199107","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=901131 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4027","68.199164","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=52219 Ack=902591 Win=65535 Len=0"
"4028","68.200417","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [PSH, ACK] Seq=902591 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4029","68.201666","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=904051 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4030","68.201717","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=52219 Ack=905511 Win=64075 Len=0"
"4031","68.201743","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=905511 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4032","68.201787","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=906971 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4033","68.201830","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=52219 Ack=908431 Win=61155 Len=0"
"4034","68.201855","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=908431 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4035","68.203575","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=909891 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4036","68.203628","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=52219 Ack=911351 Win=58235 Len=0"
"4037","68.203660","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [PSH, ACK] Seq=911351 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4038","68.203768","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=134011 Ack=15722 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4039","68.203825","195.7.33.37","10.20.0.165","HTTP","641","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4040","68.203881","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=15722 Ack=136058 Win=65535 Len=0"
"4041","68.207348","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=52219 Ack=912811 Win=65535 Len=0"
"4042","68.211474","10.20.0.165","195.7.33.37","HTTP","885","GET /sports/other/regulars/images/1218125623575.jpg?ts=1218129534 HTTP/1.1 "
"4043","68.216995","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=912811 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4044","68.217487","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=914271 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4045","68.217535","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=52219 Ack=915731 Win=65535 Len=0"
"4046","68.217563","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=915731 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4047","68.217624","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=52219 Ack=917191 Win=65535 Len=0"
"4048","68.219152","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=917191 Ack=52219 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4049","68.219196","195.7.33.37","10.20.0.165","HTTP","415","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4050","68.219266","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=52219 Ack=919012 Win=65535 Len=0"
"4051","68.220068","10.20.0.165","195.7.33.37","HTTP","885","GET /sports/other/regulars/images/1224282819126.jpg?ts=1289053140 HTTP/1.1 "
"4052","68.259351","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=136058 Ack=16553 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4053","68.259534","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=137518 Ack=16553 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4054","68.259581","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=16553 Ack=138978 Win=65535 Len=0"
"4055","68.259762","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=138978 Ack=16553 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4056","68.259828","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=16553 Ack=140438 Win=65535 Len=0"
"4057","68.259856","195.7.33.37","10.20.0.165","HTTP","1109","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4058","68.262466","10.20.0.165","195.7.33.37","HTTP","869","GET /images/v3/sports/tiles/fantasy-rugby2011.jpg HTTP/1.1 "
"4059","68.263599","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=919012 Ack=53050 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4060","68.263650","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=920472 Ack=53050 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4061","68.263696","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=53050 Ack=921932 Win=65535 Len=0"
"4062","68.263722","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=921932 Ack=53050 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4063","68.263795","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=53050 Ack=923392 Win=65535 Len=0"
"4064","68.264047","195.7.33.37","10.20.0.165","HTTP","823","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4065","68.277747","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=141493 Ack=17368 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4066","68.278952","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=142953 Ack=17368 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4067","68.279035","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=17368 Ack=144413 Win=65535 Len=0"
"4068","68.280111","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=144413 Ack=17368 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4069","68.280178","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=17368 Ack=145873 Win=65535 Len=0"
"4070","68.280208","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=145873 Ack=17368 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4071","68.280258","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=147333 Ack=17368 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4072","68.280303","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=17368 Ack=148793 Win=65535 Len=0"
"4073","68.280330","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [PSH, ACK] Seq=148793 Ack=17368 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4074","68.280387","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=17368 Ack=150253 Win=65535 Len=0"
"4075","68.281417","195.7.33.37","10.20.0.165","TCP","1514","80  >  1788 [ACK] Seq=150253 Ack=17368 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4076","68.281468","195.7.33.37","10.20.0.165","HTTP","541","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4077","68.281515","10.20.0.165","195.7.33.37","TCP","54","1788  >  80 [ACK] Seq=17368 Ack=152200 Win=63588 Len=0"
"4078","68.297235","10.20.0.165","195.7.33.37","TCP","54","[TCP Window Update] 1788  >  80 [ACK] Seq=17368 Ack=152200 Win=65535 Len=0"
"4079","68.321690","10.20.0.165","195.7.33.37","HTTP","865","GET /images/v3/sports/tiles/blog-rhs-tile.jpg HTTP/1.1 "
"4080","68.322386","10.20.0.165","4.26.231.254","HTTP","294","GET /msdownload/update/v3/static/trustedr/en/authrootstl.cab HTTP/1.1 "
"4081","68.336916","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=924161 Ack=53861 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4082","68.337657","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=925621 Ack=53861 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4083","68.337707","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=53861 Ack=927081 Win=65535 Len=0"
"4084","68.337733","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=927081 Ack=53861 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4085","68.337793","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=53861 Ack=928541 Win=65535 Len=0"
"4086","68.337822","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=928541 Ack=53861 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4087","68.338246","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=930001 Ack=53861 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4088","68.338291","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=53861 Ack=931461 Win=65535 Len=0"
"4089","68.338316","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [PSH, ACK] Seq=931461 Ack=53861 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4090","68.338372","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=53861 Ack=932921 Win=65535 Len=0"
"4091","68.339828","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=932921 Ack=53861 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4092","68.339886","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=934381 Ack=53861 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4093","68.339935","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=53861 Ack=935841 Win=65535 Len=0"
"4094","68.341911","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=935841 Ack=53861 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4095","68.341977","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=53861 Ack=937301 Win=65535 Len=0"
"4096","68.342006","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=937301 Ack=53861 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4097","68.342053","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=938761 Ack=53861 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4098","68.342119","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=53861 Ack=940221 Win=65535 Len=0"
"4099","68.343469","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [PSH, ACK] Seq=940221 Ack=53861 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4100","68.343531","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=53861 Ack=941681 Win=65535 Len=0"
"4101","68.348165","4.26.231.254","10.20.0.165","TCP","60","80  >  1791 [ACK] Seq=290 Ack=481 Win=7504 Len=0"
"4102","68.349738","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=290 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4103","68.349790","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=1750 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
